EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2011,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,5,4,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,119,54,65,1,,1,7,4,3,53,30,23
Bank of Montreal,2018,Provincial,Nova Scotia,,,Overall,Part-Time,21,3,18,1,,1,,,,4,1,3
Bank of Montreal,2018,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,3,1,2,,,,2,,2,,,
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,11,,11,,,,,,,,,
Bank of Montreal,2016,Provincial,New Brunswick,,,Overall,Part-Time,20,3,17,,,,,,,,,
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,504,115,389,18,,18,12,1,11,121,44,77
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,15,5,10,3,,3,1,,1,1,1,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,452,137,315,9,1,8,15,2,13,163,61,102
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,2,1,1,,,,1,,1,,,
Bank of Montreal,2010,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,13,1,12,,,,,,,,,
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,6,,6,1,,1,,,,,,
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,274,91,183,10,2,8,15,7,8,73,30,43
Bank of Montreal,2018,Provincial,Nova Scotia,,,Overall,Full-Time,29,8,21,1,,1,1,,1,3,2,1
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,12,3,9,,,,1,1,,1,1,
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,13,9,4,1,,1,1,1,,1,1,
Bank of Montreal,2011,Provincial,Saskatchewan,,,Overall,Part-Time,22,3,19,1,,1,1,,1,1,,1
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,555,285,270,6,4,2,25,13,12,214,117,97
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,218,109,109,3,2,1,3,1,2,78,46,32
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,211,69,142,1,1,,12,1,11,88,30,58
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,175,98,77,3,1,2,5,4,1,69,42,27
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,,2,,,,,,,,,
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,41,5,36,1,,1,,,,9,3,6
Bank of Montreal,2011,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,6,4,2,,,,,,,,,
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,8,1,7,,,,2,,2,1,,1
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,17,4,13,3,,3,,,,4,2,2
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,8,1,7,,,,,,,1,,1
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,5,2,3,,,,,,,2,,2
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,6,1,5,,,,,,,,,
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,6,1,5,,,,,,,1,,1
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,669,365,304,9,4,5,24,13,11,264,155,109
Bank of Montreal,2012,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,5,3,2,1,,1,,,,1,,1
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,9,1,8,,,,,,,,,
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,14,6,8,,,,,,,1,1,
Bank of Montreal,2014,Provincial,Saskatchewan,,,Overall,Full-Time,54,21,33,3,1,2,2,1,1,6,1,5
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,3,3,,,,,,,,,,
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,206,107,99,,,,7,4,3,68,36,32
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,29,4,25,,,,2,,2,8,2,6
Bank of Montreal,2015,Provincial,Qu�bec,,,Overall,Part-Time,191,60,131,2,1,1,3,1,2,39,17,22
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,74,51,23,,,,4,4,,20,15,5
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,18,3,15,,,,2,,2,5,1,4
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,11,1,10,3,1,2,1,,1,,,
Bank of Montreal,2010,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,11,1,10,1,1,,1,,1,,,
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,6,2,4,,,,,,,2,1,1
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,50,26,24,1,1,,3,2,1,21,12,9
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,11,2,9,,,,,,,1,,1
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,31,5,26,2,,2,2,,2,2,,2
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,22,3,19,2,,2,,,,8,2,6
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,350,120,230,4,2,2,16,8,8,147,57,90
Bank of Montreal,2013,Provincial,Ontario,,,Overall,Part-Time,373,99,274,7,2,5,13,3,10,84,26,58
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,73,34,39,2,1,1,2,1,1,16,9,7
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,625,341,284,7,3,4,33,18,15,209,122,87
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,New Brunswick,,,Overall,Full-Time,18,8,10,1,,1,1,1,,1,1,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,764,463,301,5,3,2,25,16,9,312,186,126
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,80,42,38,,,,5,2,3,12,9,3
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,7,2,5,,,,,,,,,
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,6,3,3,,,,1,,1,,,
Bank of Montreal,2011,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,7,6,1,,,,,,,1,1,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,443,230,213,7,5,2,22,12,10,130,78,52
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,76,34,42,1,,1,1,,1,27,12,15
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,16,4,12,1,1,,1,,1,2,2,
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,13,5,8,,,,,,,4,2,2
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,17,7,10,,,,2,1,1,5,4,1
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,6,1,5,,,,,,,,,
Bank of Montreal,2011,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,16,3,13,,,,,,,1,1,
Bank of Montreal,2011,Provincial,Saskatchewan,,,Overall,Full-Time,65,18,47,4,1,3,2,1,1,6,4,2
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,61,34,27,2,1,1,1,1,,19,12,7
Bank of Montreal,2014,Provincial,Nova Scotia,,,Overall,Full-Time,28,9,19,,,,1,1,,,,
Bank of Montreal,2017,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,10,2,8,,,,1,,1,1,1,
Bank of Montreal,2018,Provincial,Manitoba,,,Overall,Part-Time,18,7,11,2,1,1,1,1,,6,3,3
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,37,23,14,,,,4,2,2,6,4,2
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,5,4,1,,,,,,,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,195,119,76,6,2,4,5,3,2,72,49,23
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,9,1,8,,,,,,,1,,1
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,5,2,3,,,,,,,2,,2
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,5,,5,,,,,,,,,
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,177,53,124,2,,2,3,1,2,45,18,27
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,105,24,81,7,1,6,2,,2,40,11,29
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,228,106,122,3,2,1,8,2,6,138,66,72
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,15,1,14,1,,1,,,,4,,4
Bank of Montreal,2010,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,4,2,2,,,,,,,,,
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,94,35,59,5,1,4,6,3,3,31,13,18
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,27,19,8,,,,2,1,1,8,7,1
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,2,,2,,,,1,,1,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,7,3,4,1,1,,,,,3,,3
Bank of Montreal,2017,Provincial,Manitoba,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Part-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2010,National,Canada,,,Overall,Part-Time,600,130,470,8,2,6,17,5,12,158,52,106
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,8,4,4,,,,1,1,,3,1,2
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,77,31,46,2,,2,3,,3,19,10,9
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,98,48,50,1,1,,2,1,1,14,7,7
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,59,13,46,,,,2,,2,15,3,12
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,22,6,16,,,,1,,1,,,
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,6,4,2,,,,,,,,,
Bank of Montreal,2015,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,3,,3,,,,,,,1,,1
Bank of Montreal,2014,Provincial,New Brunswick,,,Overall,Full-Time,24,10,14,,,,4,3,1,1,1,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,6,,6,,,,1,,1,,,
Bank of Montreal,2017,Provincial,Manitoba,,,Overall,Part-Time,16,3,13,2,,2,2,,2,4,,4
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,432,124,308,6,1,5,14,3,11,144,49,95
Bank of Montreal,2010,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,9,3,6,,,,,,,,,
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,39,20,19,,,,,,,6,2,4
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,212,97,115,3,,3,13,4,9,95,47,48
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,482,262,220,4,1,3,23,6,17,161,97,64
Bank of Montreal,2016,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,11,4,7,,,,1,,1,,,
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,94,15,79,6,,6,4,,4,25,8,17
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,680,377,303,8,5,3,19,8,11,308,160,148
Bank of Montreal,2019,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,5,,5,,,,,,,,,
Bank of Montreal,2010,Provincial,Manitoba,,,Overall,Part-Time,9,3,6,,,,,,,,,
Bank of Montreal,2012,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,10,6,4,,,,,,,1,,1
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,8,1,7,,,,,,,,,
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,96,32,64,,,,3,1,2,27,12,15
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,6,4,2,,,,,,,,,
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,159,45,114,1,,1,6,2,4,45,19,26
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,12,1,11,1,,1,1,,1,3,1,2
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,34,19,15,1,,1,2,2,,16,10,6
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2011,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,4,1,3,1,,1,1,,1,1,,1
Bank of Montreal,2017,Provincial,Manitoba,,,Overall,Full-Time,31,13,18,1,,1,1,,1,5,2,3
Bank of Montreal,2017,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,8,5,3,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,2,1,1,,,,,,,,,
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,12,6,6,,,,,,,3,1,2
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,124,31,93,5,1,4,4,3,1,27,7,20
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Supervisors,Full-Time,2,,2,,,,,,,,,
Bank of Montreal,2012,Provincial,Alberta,,,Overall,Full-Time,298,104,194,12,1,11,11,5,6,84,42,42
Bank of Montreal,2015,Provincial,British Columbia,,,Overall,Full-Time,286,122,164,13,5,8,11,8,3,98,45,53
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,7,,7,,,,,,,,,
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,7,,7,,,,1,,1,,,
Bank of Montreal,2010,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Other Manual Workers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,22,8,14,,,,2,,2,6,3,3
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,48,14,34,4,1,3,3,,3,22,10,12
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,1,,1,,,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,679,427,252,3,1,2,23,16,7,290,189,101
Bank of Montreal,2019,Provincial,Manitoba,,,Overall,Full-Time,37,19,18,2,1,1,6,1,5,6,4,2
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,620,143,477,23,3,20,20,5,15,169,47,122
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,33,22,11,,,,,,,13,8,5
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,10,3,7,1,,1,1,1,,,,
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,9,1,8,,,,1,,1,3,1,2
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,2,,2,,,,,,,1,,1
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,80,22,58,1,1,,3,,3,15,7,8
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,3,1,2,,,,,,,,,
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,2,,2,,,,,,,,,
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Other Manual Workers,Full-Time,1,,1,,,,1,,1,,,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,753,371,382,6,,6,40,16,24,231,127,104
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,9,1,8,1,,1,,,,4,1,3
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,492,301,191,7,5,2,16,11,5,245,160,85
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,13,1,12,,,,1,,1,4,1,3
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,120,46,74,3,1,2,4,2,2,25,11,14
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,7,,7,1,,1,2,,2,3,,3
Bank of Montreal,2012,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,9,,9,,,,,,,2,,2
Bank of Montreal,2015,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,3,,3,,,,,,,,,
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,94,46,48,4,2,2,5,1,4,26,13,13
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,121,27,94,6,1,5,9,1,8,40,10,30
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,3,3,,,,,,,,,,
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,151,76,75,,,,2,1,1,63,31,32
Bank of Montreal,2011,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,New Brunswick,,,Overall,Full-Time,21,4,17,,,,1,,1,3,3,
Bank of Montreal,2012,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,12,6,6,,,,,,,1,,1
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,32,2,30,,,,,,,8,,8
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,7,,7,,,,,,,2,,2
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,21,12,9,,,,1,1,,2,2,
Bank of Montreal,2016,Provincial,Ontario,,,Overall,Full-Time,2023,1012,1011,25,12,13,81,28,53,880,476,404
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,18,14,4,1,1,,,,,5,4,1
Bank of Montreal,2013,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,12,,12,2,,2,,,,,,
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,267,86,181,2,2,,12,4,8,44,18,26
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,7,3,4,1,1,,,,,3,,3
Bank of Montreal,2017,Provincial,New Brunswick,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,2,,,,,,,,,,
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,6,4,2,1,1,,,,,,,
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,6,,6,,,,,,,2,,2
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,154,58,96,1,,1,1,,1,50,21,29
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,15,,15,1,,1,,,,1,,1
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,992,315,677,17,2,15,34,10,24,317,124,193
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,77,47,30,,,,4,3,1,20,15,5
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,166,63,103,2,,2,5,,5,26,15,11
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,2,,2,,,,,,,,,
