EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,QUARTERID,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT,SALARYRANGEBOTTOM($),SALARYRANGETOP($)
Bank of Montreal,2013,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,4,3,3,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2013,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,1,770,338,432,5,3,2,22,14,8,95,44,51,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Middle and Other Managers,3,2,2,,,,,1,1,,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Regina,,,Overall,,66,30,36,3,2,1,1,,1,15,8,7,,
Bank of Montreal,2013,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,1,2,,2,,,,,,,,,,"$  5,000 - $ 9,999","$ 25,000 - $29,999"
Bank of Montreal,2019,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,112,18,94,4,,4,9,2,7,43,11,32,"Under $5,000","$ 45,000 - $49,999"
Bank of Montreal,2019,Part-Time,CMA,Halifax,,,Overall,,39,13,26,,,,1,1,,9,2,7,,
Bank of Montreal,2019,Part-Time,CMA,Vancouver,,,Overall,,220,58,162,3,,3,9,4,5,116,37,79,,
Bank of Montreal,2019,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,12,3,9,1,1,,,,,6,2,4,"$  5,000 - $ 9,999","$ 35,000 - $39,999"
Bank of Montreal,2016,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,3,2,2,,,,,,,,,,,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2016,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,4,2,,2,,,,,,,,,,"$  5,000 - $ 9,999","$ 55,000 - $59,999"
Bank of Montreal,2016,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Professionals,2,,,,,,,,,,,,,"$ 55,000 - $59,999","$ 55,000 - $59,999"
Bank of Montreal,2018,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,4,2,2,,,,,1,1,,,,,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,,,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,204,104,100,,,,8,2,6,105,54,51,"Under $5,000","$ 70,000 - $74,999"
Bank of Montreal,2018,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Supervisors,1,1,,1,,,,,,,,,,"$ 35,000 - $39,999","$ 35,000 - $39,999"
Bank of Montreal,2014,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Supervisors,3,,,,,,,,,,,,,"$ 45,000 - $49,999","$ 45,000 - $49,999"
Bank of Montreal,2014,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,1,1,,1,,,,,,,,,,"$ 55,000 - $59,999","$ 65,000 - $69,999"
Bank of Montreal,2014,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,4,1,1,,,,,,,,,,,"$ 25,000 - $29,999","$ 45,000 - $49,999"
Bank of Montreal,2014,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Middle and Other Managers,1,1,,1,,,,,,,1,,1,"$ 50,000 - $54,999","$ 60,000 - $64,999"
Bank of Montreal,2012,Full-Time,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,1,16,13,3,1,1,,1,1,,4,4,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2012,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,1,1,,1,,,,,,,,,,"$  5,000 - $ 9,999","$ 25,000 - $29,999"
Bank of Montreal,2011,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,1,63,33,30,,,,3,1,2,2,1,1,"$ 55,000 - $59,999","$100,000 and over"
Bank of Montreal,2011,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Clerical Personnel,3,73,14,59,,,,,,,12,2,10,"$ 25,000 - $29,999","$ 60,000 - $64,999"
Bank of Montreal,2015,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Professionals,4,4,,4,,,,,,,1,,1,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,,,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2017,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,3,18,6,12,,,,2,,2,6,2,4,"$ 10,000 - $14,999","$ 45,000 - $49,999"
Bank of Montreal,2013,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,2,8,6,2,,,,,,,,,,"$ 90,000 - $94,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,3,10,8,2,,,,,,,1,,1,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,4,2,2,,,,,,,,,,,"$ 60,000 - $64,999","$ 95,000 - $99,999"
Bank of Montreal,2013,Part-Time,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,,,,,,,,,,,,,"$ 15,000 - $19,999","$ 15,000 - $19,999"
Bank of Montreal,2013,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,4,1,,1,,,,,,,,,,"$  5,000 - $ 9,999","$ 40,000 - $44,999"
Bank of Montreal,2013,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,3,,3,,,,,,,1,,1,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2013,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,,1,,,,,,,,,,"$ 25,000 - $29,999","$ 90,000 - $94,999"
Bank of Montreal,2013,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Professionals,2,15,1,14,,,,,,,4,,4,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,1,31,7,24,,,,1,1,,11,3,8,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,CMA,Regina,5221,Depository Credit Intermediation,Clerical Personnel,4,3,,3,,,,,,,,,,"$ 25,000 - $29,999","$ 35,000 - $39,999"
Bank of Montreal,2010,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Middle and Other Managers,3,,,,,,,,,,,,,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,2,,2,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,3,6,5,1,,,,,,,,,,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,2,1,1,,,,,,,1,,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,29,2,27,,,,1,,1,7,1,6,"$ 30,000 - $34,999","$ 60,000 - $64,999"
Bank of Montreal,2019,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Supervisors,4,3,2,1,,,,,,,1,,1,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2019,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Clerical Personnel,3,2,1,1,,,,,,,,,,"$ 15,000 - $19,999","$ 50,000 - $54,999"
Bank of Montreal,2016,Full-Time,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,2,18,16,2,,,,1,1,,3,2,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2016,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,3,4,4,,,,,,,,,,,"$ 80,000 - $84,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Supervisors,2,2,,2,,,,,,,1,,1,"$ 30,000 - $34,999","$ 75,000 - $79,999"
Bank of Montreal,2016,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Professionals,2,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2016,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,,,,,,,,,,,,,"$ 70,000 - $74,999","$ 70,000 - $74,999"
Bank of Montreal,2016,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,,,,,,,,,,,,,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2018,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,2,14,11,3,,,,,,,,,,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,3,5,3,2,,,,,,,,,,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,4,2,2,,,,,1,1,,,,,"$ 45,000 - $49,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Middle and Other Managers,3,3,3,,,,,,,,,,,"$ 45,000 - $49,999","$100,000 and over"
Bank of Montreal,2018,Part-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,,,,,,,,,,,,,"$ 25,000 - $29,999","$ 30,000 - $34,999"
Bank of Montreal,2018,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,,,,,,,,,,,,,"$ 35,000 - $39,999","$ 35,000 - $39,999"
Bank of Montreal,2014,Full-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Professionals,4,1,1,,,,,,,,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Professionals,2,17,9,8,1,,1,2,1,1,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2014,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,1,,1,,,,,,,,,,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2014,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,1,1,1,,,,,,,,1,1,,"$ 35,000 - $39,999","$ 40,000 - $44,999"
Bank of Montreal,2014,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,11,3,8,,,,,,,1,1,,"$  5,000 - $ 9,999","$ 25,000 - $29,999"
Bank of Montreal,2012,Full-Time,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,3,2,1,1,,,,,,,,,,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,CMA,Regina,5221,Depository Credit Intermediation,Clerical Personnel,2,3,1,2,,,,,,,1,1,,"$ 25,000 - $29,999","$ 45,000 - $49,999"
Bank of Montreal,2012,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,1,1,,1,,,,,,,,,,"$ 30,000 - $34,999","$ 50,000 - $54,999"
Bank of Montreal,2011,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Senior Managers,3,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2011,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,3,4,3,1,,,,,,,4,3,1,"$ 45,000 - $49,999","$ 85,000 - $89,999"
Bank of Montreal,2011,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,1,71,14,57,1,,1,1,,1,24,3,21,"Under $5,000","$ 45,000 - $49,999"
Bank of Montreal,2011,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Middle and Other Managers,4,2,,2,,,,,,,,,,"$ 50,000 - $54,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,3,6,4,2,1,,1,,,,,,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,,,,,,,,,,,,,"Under $5,000","$ 35,000 - $39,999"
Bank of Montreal,2015,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,2,13,12,1,1,1,,,,,4,3,1,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Senior Managers,3,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,2,,,,,,,,,,,,,"$ 60,000 - $64,999","$ 70,000 - $74,999"
Bank of Montreal,2015,Part-Time,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,4,3,1,2,,,,,,,1,1,,"$ 10,000 - $14,999","$ 60,000 - $64,999"
Bank of Montreal,2015,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,4,2,,2,,,,,,,,,,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2015,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,,1,,,,,,,,,,"$ 35,000 - $39,999","$ 70,000 - $74,999"
Bank of Montreal,2015,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,1,1,,1,,,,,,,,,,"$ 35,000 - $39,999","$ 70,000 - $74,999"
Bank of Montreal,2010,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Professionals,1,127,50,77,2,1,1,6,1,5,34,12,22,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2010,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,4,2,,2,,,,,,,,,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2010,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,19,,19,,,,,,,4,,4,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2017,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,3,6,4,2,,,,,,,1,,1,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,7,,7,,,,,,,,,,"$ 15,000 - $19,999","$ 70,000 - $74,999"
Bank of Montreal,2017,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,3,4,1,3,,,,,,,1,,1,"$ 30,000 - $34,999","$ 90,000 - $94,999"
Bank of Montreal,2017,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Clerical Personnel,4,1,1,,,,,,,,,,,"$ 40,000 - $44,999","$ 90,000 - $94,999"
Bank of Montreal,2017,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,2,,2,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Other Sales and Service Personnel,4,1,1,,,,,,,,,,,"$ 50,000 - $54,999","$100,000 and over"
Bank of Montreal,2017,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Middle and Other Managers,2,,,,,,,,,,,,,"$ 50,000 - $54,999","$ 50,000 - $54,999"
Bank of Montreal,2013,Full-Time,CMA,Regina,5221,Depository Credit Intermediation,Middle and Other Managers,1,6,3,3,1,1,,,,,3,1,2,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Regina,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,,,,,,,,,,,,,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2013,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,4,2,,2,,,,,,,,,,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2019,Full-Time,National,Canada,5221,Depository Credit Intermediation,Professionals,2,133,98,35,,,,2,1,1,51,37,14,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,2,3,2,1,1,1,,,,,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2019,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,7,2,5,,,,,,,2,1,1,"$ 30,000 - $34,999","$ 65,000 - $69,999"
Bank of Montreal,2019,Part-Time,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,7,,7,1,,1,,,,3,,3,"Under $5,000","$ 85,000 - $89,999"
Bank of Montreal,2012,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,1,,1,,,,,,,,,,"$  5,000 - $ 9,999","$ 25,000 - $29,999"
Bank of Montreal,2011,Full-Time,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,1,1979,490,1489,57,10,47,76,25,51,708,240,468,"$ 20,000 - $24,999","$ 70,000 - $74,999"
Bank of Montreal,2011,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,4,1,,1,,,,,,,1,,1,"$ 25,000 - $29,999","$ 70,000 - $74,999"
Bank of Montreal,2011,Full-Time,CMA,Regina,5221,Depository Credit Intermediation,Professionals,4,1,1,,,,,,,,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2011,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 40,000 - $44,999","$ 45,000 - $49,999"
Bank of Montreal,2011,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 30,000 - $34,999","$ 95,000 - $99,999"
Bank of Montreal,2014,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Supervisors,3,,,,,,,,,,,,,"$ 70,000 - $74,999","$ 85,000 - $89,999"
Bank of Montreal,2014,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Middle and Other Managers,2,11,6,5,,,,,,,,,,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Professionals,3,6,3,3,,,,,,,1,1,,"Under $5,000","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Other Sales and Service Personnel,1,3,3,,,,,,,,1,1,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,2,18,16,2,,,,1,1,,5,4,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2018,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,3,8,7,1,,,,,,,2,2,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Supervisors,2,1,,1,,,,,,,,,,"$ 40,000 - $44,999","$ 65,000 - $69,999"
Bank of Montreal,2018,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,4,1,,1,,,,,,,1,,1,"$ 15,000 - $19,999","$ 30,000 - $34,999"
Bank of Montreal,2016,Full-Time,National,Canada,5221,Depository Credit Intermediation,Supervisors: Crafts and Trades,2,12,12,,,,,,,,6,6,,"$ 60,000 - $64,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,3,22,6,16,,,,,,,3,2,1,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,,1,,,,,,,,,,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2016,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,6,1,5,1,,1,,,,4,1,3,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2015,Full-Time,Provincial,New Brunswick,,,Overall,,165,57,108,2,,2,8,2,6,7,4,3,,
Bank of Montreal,2015,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,14,8,6,,,,,,,13,8,5,"Under $5,000","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,14,3,11,1,,1,,,,7,2,5,"Under $5,000","$ 70,000 - $74,999"
Bank of Montreal,2015,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Middle and Other Managers,2,21,17,4,,,,1,1,,6,3,3,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2015,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,2,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2015,Part-Time,Provincial,New Brunswick,,,Overall,,55,5,50,,,,4,,4,5,1,4,,
Bank of Montreal,2015,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,3,1,2,,,,,,,2,1,1,"$  5,000 - $ 9,999","$ 35,000 - $39,999"
Bank of Montreal,2015,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Clerical Personnel,4,11,4,7,,,,,,,4,2,2,"$ 10,000 - $14,999","$ 45,000 - $49,999"
Bank of Montreal,2015,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Supervisors,3,9,3,6,,,,,,,7,1,6,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2010,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Senior Managers,4,1,1,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2010,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,2,,,,,,,,,,,,,"$ 50,000 - $54,999","$ 55,000 - $59,999"
Bank of Montreal,2010,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,2,23,12,11,3,2,1,2,1,1,1,1,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2010,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,1,10,,10,,,,,,,5,,5,"$ 25,000 - $29,999","$ 95,000 - $99,999"
Bank of Montreal,2010,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Clerical Personnel,3,5,1,4,,,,,,,1,,1,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2019,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,457,143,314,3,,3,10,4,6,168,68,100,"Under $5,000","$ 50,000 - $54,999"
Bank of Montreal,2019,Part-Time,Provincial,British Columbia,,,Overall,,456,97,359,19,1,18,28,5,23,175,53,122,,
Bank of Montreal,2019,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,,1,,,,,,,,,,"$ 25,000 - $29,999","$ 75,000 - $79,999"
Bank of Montreal,2019,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,,1,,,,,,,,,,"$ 30,000 - $34,999","$ 70,000 - $74,999"
Bank of Montreal,2017,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,10,,10,,,,2,,2,,,,"$ 20,000 - $24,999","$ 80,000 - $84,999"
Bank of Montreal,2017,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,2,,,,,,,,,,,,,"$ 70,000 - $74,999","$ 70,000 - $74,999"
Bank of Montreal,2017,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,1,,1,,,,,,,,,,"$  5,000 - $ 9,999","$ 35,000 - $39,999"
Bank of Montreal,2013,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,2,7,5,2,,,,1,1,,,,,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Senior Managers,2,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Vancouver,,,Overall,,1208,483,725,14,5,9,34,16,18,672,271,401,,
Bank of Montreal,2013,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,4,2,,2,,,,,,,,,,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,1,30,6,24,1,,1,1,,1,13,1,12,"$ 25,000 - $29,999","$ 40,000 - $44,999"
Bank of Montreal,2012,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Supervisors,2,1,1,,,,,,,,,,,"$ 40,000 - $44,999","$ 85,000 - $89,999"
Bank of Montreal,2012,Part-Time,CMA,Regina,5221,Depository Credit Intermediation,Clerical Personnel,3,5,,5,,,,,,,1,,1,"Under $5,000","$ 25,000 - $29,999"
Bank of Montreal,2012,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,,1,1,,1,,,,,,,"$ 15,000 - $19,999","$ 80,000 - $84,999"
Bank of Montreal,2011,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,3,2,2,,,,,1,1,,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2011,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,1,418,103,315,12,1,11,10,2,8,139,38,101,"Under $5,000","$ 55,000 - $59,999"
Bank of Montreal,2011,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,1,1,1,,,,,,,,,,,"$ 65,000 - $69,999","$ 65,000 - $69,999"
Bank of Montreal,2011,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Middle and Other Managers,2,,,,,,,,,,,,,"$ 50,000 - $54,999","$100,000 and over"
